Titre,Description,Paramètres,Status,Réponse
,"## Famille MARTIN avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : MARTIN Julien","{""codeCogInseeCommuneNaissance"":""13005"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""MARTIN"",""prenoms"":[""JULIEN""],""anneeDateNaissance"":1985,""moisDateNaissance"":1,""jourDateNaissance"":29}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""JULIEN"",
        ""date_naissance"": ""1985-01-29"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""LINA"",
        ""date_naissance"": ""2011-04-09"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""THEO"",
        ""date_naissance"": ""2014-09-18"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""CAMILLE"",
        ""date_naissance"": ""2016-05-22"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""RAPHAEL"",
        ""date_naissance"": ""2019-12-03"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur MARTIN JULIEN"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""3 PLACE DE LA MAIRIE"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13260 CASSIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1480,
      ""annee"": 2024,
      ""mois"": 11,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille MARTIN avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : MARTIN Pierre","{""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""MARTIN"",""prenoms"":[""PIERRE""],""anneeDateNaissance"":1987,""moisDateNaissance"":6,""jourDateNaissance"":12}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""PIERRE"",
        ""date_naissance"": ""1987-06-12"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCAS"",
        ""date_naissance"": ""2005-04-20"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2012-08-15"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2015-01-10"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur MARTIN PIERRE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""15 AVENUE DU PRADO"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13001 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1200,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille MOREAU avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : MOREAU Claire","{""codeCogInseeCommuneNaissance"":""13103"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""MOREAU"",""prenoms"":[""CLAIRE""],""anneeDateNaissance"":1989,""moisDateNaissance"":3,""jourDateNaissance"":19}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""CLAIRE"",
        ""date_naissance"": ""1989-03-19"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2012-08-14"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2013-06-27"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""LEA"",
        ""date_naissance"": ""2017-09-09"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame MOREAU CLAIRE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""9 AVENUE VICTOR HUGO"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13500 MARTIGUES"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1260,
      ""annee"": 2024,
      ""mois"": 9,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille MOREAU avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : MOREAU Emma","{""codeCogInseeCommuneNaissance"":""13103"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""MOREAU"",""prenoms"":[""EMMA""],""anneeDateNaissance"":2012,""moisDateNaissance"":8,""jourDateNaissance"":14}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2012-08-14"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""LEA"",
        ""date_naissance"": ""2017-09-09"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2013-06-27"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MOREAU"",
        ""nom_usage"": null,
        ""prenoms"": ""LOUIS"",
        ""date_naissance"": ""2020-02-18"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame MOREAU EMMA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""11 AVENUE VICTOR HUGO"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13500 MARTIGUES"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1180,
      ""annee"": 2024,
      ""mois"": 10,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Parent avec nom d'usage et trois enfants mineurs - QF CNAF de 699

Ce cas permet de tester :
- [Param. appel] Utilisation du paramètre nomUsage
- [Param. appel] Lieu de naissance en France
- [Réponse] Nom d'usage présent dans la réponse
- [Réponse] Trois enfants mineurs rattachés
- [Réponse] Régime CNAF
- [Réponse] Quotient familial de 699

Les enfants sont calqués sur l'identité FranceConnect
`france_connect_200_cnaf_1_parent_3_mineurs.yml`.","{""codeCogInseeCommuneNaissance"":""95277"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""MERCIER"",""nomUsage"":""DUBOIS"",""prenoms"":[""PIERRE""],""anneeDateNaissance"":1969,""moisDateNaissance"":3,""jourDateNaissance"":17}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MERCIER"",
        ""nom_usage"": ""DUBOIS"",
        ""prenoms"": ""PIERRE"",
        ""date_naissance"": ""1969-03-17"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MERCIER"",
        ""nom_usage"": null,
        ""prenoms"": ""PIERRE"",
        ""date_naissance"": ""2013-01-10"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MERCIER"",
        ""nom_usage"": null,
        ""prenoms"": ""ROBERT"",
        ""date_naissance"": ""2016-03-15"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MERCIER"",
        ""nom_usage"": null,
        ""prenoms"": ""HENRY"",
        ""date_naissance"": ""2022-06-20"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur DUBOIS PIERRE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""1 RUE MONTORGUEIL"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75002 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 699,
      ""annee"": 2024,
      ""mois"": 2,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Femme seule avec nom d'usage - QF CAF de 800

Ce cas permet de tester :
- [Param. appel] Utilisation du paramètre nomUsage
- [Param. appel] Lieu de naissance en France
- [Param. appel] Sexe féminin
- [Réponse] Nom d'usage présent dans la réponse
- [Réponse] Régime CAF
- [Réponse] Quotient familial de 800","{""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""DURAND"",""nomUsage"":""MARTIN"",""prenoms"":[""SOPHIE"",""MARIE""],""anneeDateNaissance"":1985,""moisDateNaissance"":3,""jourDateNaissance"":15}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""DURAND"",
        ""nom_usage"": ""MARTIN"",
        ""prenoms"": ""SOPHIE MARIE"",
        ""date_naissance"": ""1985-03-15"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [],
    ""adresse"": {
      ""destinataire"": ""Madame MARTIN SOPHIE MARIE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""12 AVENUE DES CHAMPS ELYSEES"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""75008 PARIS"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 800,
      ""annee"": 2024,
      ""mois"": 3,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Parent avec un enfant non scolarisé

Ce cas permet de tester :
* la gestion d'un parent avec un enfant non scolarisé
* la non-éligibilité au statut famille nombreuse pour ce profil","{""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""ROCHER"",""prenoms"":[""SANDRINE""],""anneeDateNaissance"":1986,""moisDateNaissance"":11,""jourDateNaissance"":9}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROCHER"",
        ""nom_usage"": null,
        ""prenoms"": ""SANDRINE"",
        ""date_naissance"": ""1986-11-09"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROCHER"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCIE"",
        ""date_naissance"": ""2009-05-14"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame ROCHER SANDRINE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""10 RUE SAINTE"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13001 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 800,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Parent avec deux enfants

Ce cas permet de tester :
* la gestion d'une famille avec deux enfants","{""codeCogInseeCommuneNaissance"":""13090"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""BERNANRD"",""prenoms"":[""JULIEN""],""anneeDateNaissance"":1979,""moisDateNaissance"":2,""jourDateNaissance"":27}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""BERNANRD"",
        ""nom_usage"": null,
        ""prenoms"": ""JULIEN"",
        ""date_naissance"": ""1979-02-27"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""BERNANRD"",
        ""nom_usage"": null,
        ""prenoms"": ""THOMAS"",
        ""date_naissance"": ""2006-06-08"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""BERNANRD"",
        ""nom_usage"": null,
        ""prenoms"": ""MAXIME"",
        ""date_naissance"": ""2015-09-01"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur BERNANRD JULIEN"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""28 BOULEVARD MICHELET"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13008 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1050,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille avec trois enfants (boursier / non boursier / majeur)

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* la prise en compte de statuts différents (boursier, non boursier, enfant majeur)","{""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""MARTIN"",""prenoms"":[""PIERRE""],""anneeDateNaissance"":1985,""moisDateNaissance"":6,""jourDateNaissance"":12}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""PIERRE"",
        ""date_naissance"": ""1985-06-12"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCAS"",
        ""date_naissance"": ""2005-04-20"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2012-08-15"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""MARTIN"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2015-01-10"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur MARTIN PIERRE"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""42 AVENUE DE LA RÉPUBLIQUE"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13001 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1200,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille ROSSI avec quatre enfants

Ce cas permet de tester :
* la gestion d'une famille avec quatre enfants
* parent : ROSSI Chiara","{""codeCogInseeCommuneNaissance"":""13028"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""ROSSI"",""prenoms"":[""CHIARA""],""anneeDateNaissance"":2012,""moisDateNaissance"":3,""jourDateNaissance"":30}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""CHIARA"",
        ""date_naissance"": ""2012-03-30"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""NOAH"",
        ""date_naissance"": ""2016-06-11"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""INES"",
        ""date_naissance"": ""2018-12-02"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LOU"",
        ""date_naissance"": ""2020-05-09"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""ENZO"",
        ""date_naissance"": ""2022-07-21"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame ROSSI CHIARA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""22 AVENUE DES PINS"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13600 LA CIOTAT"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 980,
      ""annee"": 2024,
      ""mois"": 10,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille ROSSI avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : ROSSI Clara","{""codeCogInseeCommuneNaissance"":""13028"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""ROSSI"",""prenoms"":[""CLARA""],""anneeDateNaissance"":1987,""moisDateNaissance"":6,""jourDateNaissance"":14}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""CLARA"",
        ""date_naissance"": ""1987-06-14"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCA"",
        ""date_naissance"": ""2011-06-15"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""CHIARA"",
        ""date_naissance"": ""2012-03-30"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2011-03-17"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame ROSSI CLARA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""18 CHEMIN DES OLIVIERS"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13600 LA CIOTAT"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1340,
      ""annee"": 2024,
      ""mois"": 7,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille ROSSI avec cinq enfants

Ce cas permet de tester :
* la gestion d'une famille avec cinq enfants
* parent : ROSSI Emma","{""codeCogInseeCommuneNaissance"":""13028"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""ROSSI"",""prenoms"":[""EMMA""],""anneeDateNaissance"":2011,""moisDateNaissance"":3,""jourDateNaissance"":17}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""EMMA"",
        ""date_naissance"": ""2011-03-17"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LINA"",
        ""date_naissance"": ""2015-02-05"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""GABRIEL"",
        ""date_naissance"": ""2016-08-19"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""MIA"",
        ""date_naissance"": ""2018-11-23"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LEO"",
        ""date_naissance"": ""2020-04-12"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""NINA"",
        ""date_naissance"": ""2022-09-30"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame ROSSI EMMA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""5 IMPASSE DU PORT"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13600 LA CIOTAT"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 870,
      ""annee"": 2024,
      ""mois"": 11,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille ROSSI avec trois enfants

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants
* parent : ROSSI Luca","{""codeCogInseeCommuneNaissance"":""13028"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""ROSSI"",""prenoms"":[""LUCA""],""anneeDateNaissance"":2011,""moisDateNaissance"":6,""jourDateNaissance"":15}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LUCA"",
        ""date_naissance"": ""2011-06-15"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""NINA"",
        ""date_naissance"": ""2017-04-08"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""MATTEO"",
        ""date_naissance"": ""2019-09-14"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""ROSSI"",
        ""nom_usage"": null,
        ""prenoms"": ""LENA"",
        ""date_naissance"": ""2021-01-27"",
        ""sexe"": ""F""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur ROSSI LUCA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""18 CHEMIN DES OLIVIERS"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13600 LA CIOTAT"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1290,
      ""annee"": 2024,
      ""mois"": 9,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille ROUX avec trois enfants (tuteur légal)

Ce cas permet de tester :
* la gestion d'une famille avec trois enfants de noms différents
* parent/tuteur légal : ROUX David","{""codeCogInseeCommuneNaissance"":""13054"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""M"",""nomNaissance"":""ROUX"",""prenoms"":[""DAVID""],""anneeDateNaissance"":1983,""moisDateNaissance"":5,""jourDateNaissance"":19}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""ROUX"",
        ""nom_usage"": null,
        ""prenoms"": ""DAVID"",
        ""date_naissance"": ""1983-05-19"",
        ""sexe"": ""M""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""ROLLAND"",
        ""nom_usage"": null,
        ""prenoms"": ""MATHIS"",
        ""date_naissance"": ""2011-09-12"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""LECLERC"",
        ""nom_usage"": null,
        ""prenoms"": ""ENZO"",
        ""date_naissance"": ""2014-01-28"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""SAYDOU"",
        ""nom_usage"": null,
        ""prenoms"": ""ADAM"",
        ""date_naissance"": ""2017-06-03"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Monsieur ROUX DAVID"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""31 AVENUE DE MARSEILLE"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13127 VITROLLES"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 1200,
      ""annee"": 2023,
      ""mois"": 6,
      ""annee_calcul"": 2024,
      ""mois_calcul"": 12
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,"## Famille SAIDI avec cinq enfants

Ce cas permet de tester :
* la gestion d'une famille avec cinq enfants
* parent : SAIDI Karima","{""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100"",""sexeEtatCivil"":""F"",""nomNaissance"":""SAIDI"",""prenoms"":[""KARIMA""],""anneeDateNaissance"":1983,""moisDateNaissance"":10,""jourDateNaissance"":8}",200,"{
  ""data"": {
    ""allocataires"": [
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""KARIMA"",
        ""date_naissance"": ""1983-10-08"",
        ""sexe"": ""F""
      }
    ],
    ""enfants"": [
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""NOUR"",
        ""date_naissance"": ""2010-12-02"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""YANIS"",
        ""date_naissance"": ""2012-07-10"",
        ""sexe"": ""M""
      },
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""MAYA"",
        ""date_naissance"": ""2011-11-02"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""ILYANA"",
        ""date_naissance"": ""2016-02-26"",
        ""sexe"": ""F""
      },
      {
        ""nom_naissance"": ""SAIDI"",
        ""nom_usage"": null,
        ""prenoms"": ""AMIR"",
        ""date_naissance"": ""2020-04-11"",
        ""sexe"": ""M""
      }
    ],
    ""adresse"": {
      ""destinataire"": ""Madame SAIDI KARIMA"",
      ""complement_information"": null,
      ""complement_information_geographique"": null,
      ""numero_libelle_voie"": ""45 RUE DE LYON"",
      ""lieu_dit"": null,
      ""code_postal_ville"": ""13015 MARSEILLE"",
      ""pays"": ""FRANCE""
    },
    ""quotient_familial"": {
      ""fournisseur"": ""CNAF"",
      ""valeur"": 690,
      ""annee"": 2024,
      ""mois"": 6,
      ""annee_calcul"": 2025,
      ""mois_calcul"": 1
    }
  },
  ""links"": {},
  ""meta"": {}
}"
